series,episode,first_name,last_name,baker_age,hometown,technical,result,signature_bake,show_stopper,baker_occupation
1,1,Annetha,Mills,30,Essex,2,IN,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",Midwife
1,1,David,Chambers,31,Milton Keynes,3,IN,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",Entrepreneur
1,1,Edd,Kimber,24,Bradford,1,IN,Caramel Cinnamon and Banana Cake,N/A,Debt collector for Yorkshire Bank
1,1,Jasminder,Randhawa,45,Birmingham,NA,IN,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,Assistant Credit Control Manager
1,1,Jonathan,Shepherd,25,St Albans,9,IN,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,Research Analyst
1,1,Lea,Harris,51,"Midlothian, Scotland",10,OUT,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,Retired
1,1,Louise,Brimelow,44,Manchester,NA,IN,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",Police Officer
1,1,Mark,Whithers,48,South Wales,NA,OUT,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,Bus Driver
1,1,Miranda,Browne,37,"Midhurst, West Sussex",8,IN,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,Food buyer for Marks & Spencer
1,1,Ruth,Clemens,31,"Poynton, Cheshire",NA,IN,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,Retail manager/Housewife
1,2,Annetha,Mills,30,Essex,7,OUT,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs,Midwife
1,2,David,Chambers,31,Milton Keynes,8,IN,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,Entrepreneur
1,2,Edd,Kimber,24,Bradford,6,IN,Oatmeal Raisin Cookie,Pink Macarons,Debt collector for Yorkshire Bank
1,2,Jasminder,Randhawa,45,Birmingham,2,IN,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,Assistant Credit Control Manager
1,2,Jonathan,Shepherd,25,St Albans,1,IN,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,Research Analyst
1,2,Louise,Brimelow,44,Manchester,4,OUT,Stained Glass Window Shortbread,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons",Police Officer
1,2,Miranda,Browne,37,"Midhurst, West Sussex",3,IN,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,Food buyer for Marks & Spencer
1,2,Ruth,Clemens,31,"Poynton, Cheshire",5,IN,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,Retail manager/Housewife
1,3,David,Chambers,31,Milton Keynes,4,IN,Chilli Bread,"Walnut and Seed Roll
Red Berry and Almond Bun",Entrepreneur
1,3,Edd,Kimber,24,Bradford,1,IN,Olive Bread,Tomato and Mozzarella,Debt collector for Yorkshire Bank
1,3,Jasminder,Randhawa,45,Birmingham,5,IN,Focaccia,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots",Assistant Credit Control Manager
1,3,Jonathan,Shepherd,25,St Albans,6,OUT,"Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun",Research Analyst
1,3,Miranda,Browne,37,"Midhurst, West Sussex",3,IN,Walnut and Apricot Bread,"Lemon Iced Buns
Chocolate and Orange Buns",Food buyer for Marks & Spencer
1,3,Ruth,Clemens,31,"Poynton, Cheshire",2,IN,Maple and Pecan Bread,"Chocolate and Orange Panettone
Cranberry Bagels",Retail manager/Housewife
1,4,David,Chambers,31,Milton Keynes,5,OUT,Pear and Walnut Pudding,"Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear",Entrepreneur
1,4,Edd,Kimber,24,Bradford,3,IN,Apple and Plum Pudding,"Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer",Debt collector for Yorkshire Bank
1,4,Jasminder,Randhawa,45,Birmingham,2,IN,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble",Assistant Credit Control Manager
1,4,Miranda,Browne,37,"Midhurst, West Sussex",1,IN,Sticky Toffee Pudding,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble",Food buyer for Marks & Spencer
1,4,Ruth,Clemens,31,"Poynton, Cheshire",4,IN,Peach and Blueberry Boy Bait,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings",Retail manager/Housewife
1,5,Edd,Kimber,24,Bradford,2,IN,"Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés",Debt collector for Yorkshire Bank
1,5,Jasminder,Randhawa,45,Birmingham,4,OUT,Chicken and Mushroom Pie,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés",Assistant Credit Control Manager
1,5,Miranda,Browne,37,"Midhurst, West Sussex",1,IN,"Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés",Food buyer for Marks & Spencer
1,5,Ruth,Clemens,31,"Poynton, Cheshire",3,IN,Minced Beef Pie,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés",Retail manager/Housewife
1,6,Edd,Kimber,24,Bradford,NA,WINNER,Cinnamon and Banana Cake,NA,Debt collector for Yorkshire Bank
1,6,Miranda,Browne,37,"Midhurst, West Sussex",NA,Runner-up,Lemon Cupcake,Eliminated after signature,Food buyer for Marks & Spencer
1,6,Ruth,Clemens,31,"Poynton, Cheshire",NA,Runner-up,"Mint, Ginger and Blackberry Cake",NA,Retail manager/Housewife
2,1,Ben,Frazer,31,Northampton,2,IN,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,Vanilla Sponge with White Chocolate and Raspberry Buttercream,Graphic Designer
2,1,Holly,Bell,31,Leicester,1,STAR BAKER,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,UNKNOWN,Advertising executive
2,1,Ian,Vallance,40,"Dunstable, Bedfordshire",10,IN,Apple and Cinnamon Cupcakes,UNKNOWN,Fundraiser for English Heritage
2,1,Janet,Basu,63,"Formby, Liverpool",8,IN,Raspberry and Cream Cupcakes,Chocolate Marble Cakewith Dark and White Chocolate Truffles,Teacher of Modern Languages
2,1,Jason,White,19,Croydon,6,IN,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,UNKNOWN,Civil Engineering Student
2,1,Keith,Batsford,31,"Arlesey, Bedfordshire",12,OUT,Earl Grey Cupcakes,Chocolate and Sour Cream Cake,House husband
2,1,Mary-Anne,Boermans,45,"Kidderminster, Worcestershire",4,IN,Banoffee Cupcakes,Chocolate and Raspberry Opera cake,Housewife
2,1,Robert,Billington,25,London,3,IN,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,Genoise Layered Mousse Cakewith Chocolate Ganache,Photographer
2,1,Simon,Blackwell,31,Norfolk,9,IN,Guinness and Chocolate Cupcakes,Two-Tiered Chocolate Courgette Cake,Rugby Coach
2,1,Urvashi,Roe,40,"Enfield, London",7,IN,Cherry Blossom CupcakesJapanese Lime Cupcakes,UNKNOWN,Head of Marketing
2,1,Yasmin,Limbert,43,"West Kirby, The Wirral",5,IN,Cardamom and Pomegranate Cupcakes,UNKNOWN,Childminder
2,2,Ben,Frazer,31,Northampton,1,IN,"Chorizo, Pepper and Gruyere Quiche",Lemon Meringue Tarts,Graphic Designer
2,2,Holly,Bell,31,Leicester,4,IN,Pesto Quiche,Milk Chocolate and Pistachio TartsTrifle Tarts,Advertising executive
2,2,Ian,Vallance,40,"Dunstable, Bedfordshire",2,IN,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",UNKNOWN,Fundraiser for English Heritage
2,2,Janet,Basu,63,"Formby, Liverpool",8,IN,Quiche Printanière,Red Fruit TartsChocolate and Cherry Tarts,Teacher of Modern Languages
2,2,Jason,White,19,Croydon,3,STAR BAKER,Salmon and Pak Choi Quiche,Mint Chocolate Tarts Blueberry Bakewell Tarts,Civil Engineering Student
2,2,Mary-Anne,Boermans,45,"Kidderminster, Worcestershire",9,IN,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts,Housewife
2,2,Robert,Billington,25,London,5,IN,Smoked Bacon and Kale Quiche,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",Photographer
2,2,Simon,Blackwell,31,Norfolk,11,OUT,Smoked Haddock and Watercress Quiche,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",Rugby Coach
2,2,Urvashi,Roe,40,"Enfield, London",7,IN,"Crab, Coriander and Coconut Quiche",Strawberry and Basil TartsElderflower and Honeycomb Tarts,Head of Marketing
2,2,Yasmin,Limbert,43,"West Kirby, The Wirral",6,IN,Smoked Haddock and Watercress Quiche,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts,Childminder
2,3,Ben,Frazer,31,Northampton,3,IN,"Walnut, Raisin and Rosemary Loaf",UNKNOWN,Graphic Designer
2,3,Holly,Bell,31,Leicester,6,IN,Picnic Loaf,Stilton and Walnut Rolls,Advertising executive
2,3,Ian,Vallance,40,"Dunstable, Bedfordshire",10,OUT,"Courgette, Caerphilly Cheese and Thyme Loaf",Walnut and Raisin RollsCracked Wheat Logs,Fundraiser for English Heritage
2,3,Janet,Basu,63,"Formby, Liverpool",8,IN,Zupfe Loaf with Gruyère Cheese,Apple and Walnut Granary Rolls Red Onion Cottage Rolls,Teacher of Modern Languages
2,3,Jason,White,19,Croydon,7,IN,Cheese and Onion Tear and Share Loaf,UNKNOWN,Civil Engineering Student
2,3,Mary-Anne,Boermans,45,"Kidderminster, Worcestershire",5,IN,Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns,Housewife
2,3,Robert,Billington,25,London,4,IN,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls,Photographer
2,3,Urvashi,Roe,40,"Enfield, London",9,OUT,Salt and Peppercorn Loaf,Chilli and Halloumi RollsLemon and Coriander Mini Loaves,Head of Marketing
2,3,Yasmin,Limbert,43,"West Kirby, The Wirral",2,STAR BAKER,Egyptian Dukkah Loaf with Mixed Spices,"Pesto Bread
Sweet Coconut Rolls",Childminder
2,4,Ben,Frazer,31,Northampton,5,OUT,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,Graphic Designer
2,4,Holly,Bell,31,Leicester,3,STAR BAKER,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",Advertising executive
2,4,Janet,Basu,63,"Formby, Liverpool",4,IN,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",Teacher of Modern Languages
2,4,Jason,White,19,Croydon,1,STAR BAKER,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",Civil Engineering Student
2,4,Mary-Anne,Boermans,45,"Kidderminster, Worcestershire",2,IN,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,Housewife
2,4,Robert,Billington,25,London,7,IN,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,Photographer
2,4,Yasmin,Limbert,43,"West Kirby, The Wirral",6,IN,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,Childminder
2,5,Holly,Bell,31,Leicester,4,IN,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,Advertising executive
2,5,Janet,Basu,63,"Formby, Liverpool",1,STAR BAKER,Chicken and Chestnut Pie,Rhubarb Meringue Pie,Teacher of Modern Languages
2,5,Jason,White,19,Croydon,7,OUT,Brown Down Chicken Pie,Plum Meringue Pie,Civil Engineering Student
2,5,Mary-Anne,Boermans,45,"Kidderminster, Worcestershire",2,IN,Chicken and Bacon Pie,Midnight Meringue,Housewife
2,5,Robert,Billington,25,London,3,OUT,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,Photographer
2,5,Yasmin,Limbert,43,"West Kirby, The Wirral",5,IN,Family Fish Pie,Peach and Raspberry Meringue Pie,Childminder
2,6,Holly,Bell,31,Leicester,3,IN,Father Christmas' Baked Cheesecake,Hansel and Gretel's Croquembouche,Advertising executive
2,6,Janet,Basu,63,"Formby, Liverpool",5,IN,Rhubarb and Ginger Baked Cheesecake,Orange and Nougatine Croquembouche,Teacher of Modern Languages
2,6,Mary-Anne,Boermans,45,"Kidderminster, Worcestershire",4,IN,Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel,Housewife
2,6,Yasmin,Limbert,43,"West Kirby, The Wirral",2,OUT,Baked Amaretto Cheesecake,Rose Croquembouche,Childminder
2,7,Holly,Bell,31,Leicester,1,IN,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits",Advertising executive
2,7,Janet,Basu,63,"Formby, Liverpool",4,OUT,Chocolate Amaretto Mousse Cake,Pain Aux RaisinPlain CroissantPain Au Chocolat,Teacher of Modern Languages
2,7,Mary-Anne,Boermans,45,"Kidderminster, Worcestershire",2,IN,Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes,Housewife
2,8,Holly,Bell,31,Leicester,2,Runner-up,Banoffee Inspired Mille Feuille,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich,Advertising executive
2,8,Mary-Anne,Boermans,45,"Kidderminster, Worcestershire",3,Runner-up,Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub,Housewife
2,NA,Jo,Wheatley,41,"Ongar, Essex",NA,NA,NA,NA,Housewife
3,1,Brendan,Lynch,63,Sutton Coldfield,10,IN,"Plum, Sour Cherry & Walnut",UNKNOWN,Recruitment consultant
3,1,Cathryn,Dresser,27,"Pease Pottage, West Sussex",5,IN,"Apple, Hazelnut and Calvados",Hidden Cupcake Cake,Shop assistant
3,1,Danny,Bryden,45,Sheffield,7,IN,"Plum, Ginger & Orange",UNKNOWN,Intensive care consultant
3,1,James,Morton,21,"Hillswick, Shetland Islands",2,IN,"Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake",Medical student
3,1,John,Whaite,22,Wigan,11,IN,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake,Law student
3,1,Manisha,Parmar,27,Leicester,6,IN,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,Nursery nurse
3,1,Natasha,Stringer,36,"Tamworth, Staffordshire",12,OUT,Pineapple & Passion Fruit,Mother's Day Layered Rose Cake,Midwife
3,1,Peter,Maloney,43,"Windsor, Berkshire",3,IN,"Pear, Muscat & Chocolate",Jubilee Cake,Sales manager
3,1,Ryan,Chong,38,Bristol,8,IN,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake,Photographer
3,1,Sarah-Jane,Willis,28,"Bewbush, West Sussex",1,IN,"Pear, Chocolate and Hazelnut",Hidden Crown Cake,Vicar's wife
3,1,Stuart,Marston-Smith,26,"Lichfield, Staffordshire",9,IN,Tomato and Ginger,Lemon and Pistachio Union Flag Cake,PE teacher
3,1,Victoria,Chester,50,Somerset,4,STAR BAKER,Pear and Pecan,Blackbird Pie Cake,CEO of the charity Plantlife
3,2,Brendan,Lynch,63,Sutton Coldfield,4,IN,Middle Eastern Taboon BreadIndian Rotis,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels",Recruitment consultant
3,2,Cathryn,Dresser,27,"Pease Pottage, West Sussex",8,IN,"Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels",Shop assistant
3,2,Danny,Bryden,45,Sheffield,3,IN,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,UNKNOWN,Intensive care consultant
3,2,James,Morton,21,"Hillswick, Shetland Islands",2,IN,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels",Medical student
3,2,John,Whaite,22,Wigan,1,STAR BAKER,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",Law student
3,2,Manisha,Parmar,27,Leicester,6,IN,Indian FlatbreadsItalian Flatbreads,UNKNOWN,Nursery nurse
3,2,Peter,Maloney,43,"Windsor, Berkshire",11,OUT,Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",Sales manager
3,2,Ryan,Chong,38,Bristol,5,IN,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",Photographer
3,2,Sarah-Jane,Willis,28,"Bewbush, West Sussex",10,IN,Toasted Coconut and Lime RotisOatcakes,UNKNOWN,Vicar's wife
3,2,Stuart,Marston-Smith,26,"Lichfield, Staffordshire",9,IN,Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",PE teacher
3,2,Victoria,Chester,50,Somerset,7,IN,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels",CEO of the charity Plantlife
3,3,Brendan,Lynch,63,Sutton Coldfield,9,IN,Apple and Ginger Tarte Tatin,"Blackberry, Nectarine and Dragon Fruit Tart",Recruitment consultant
3,3,Cathryn,Dresser,27,"Pease Pottage, West Sussex",3,IN,"Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart",Shop assistant
3,3,Danny,Bryden,45,Sheffield,2,IN,Savoury Pear and Roquefort Tarte Tatin,"Pineapple, Coconut and Frangipane Tart",Intensive care consultant
3,3,James,Morton,21,"Hillswick, Shetland Islands",1,STAR BAKER,Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart",Medical student
3,3,John,Whaite,22,Wigan,6,IN,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",Law student
3,3,Manisha,Parmar,27,Leicester,10,IN,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart,Nursery nurse
3,3,Ryan,Chong,38,Bristol,5,IN,Spiced Pear Tarte Tatin,UNKNOWN,Photographer
3,3,Sarah-Jane,Willis,28,"Bewbush, West Sussex",8,IN,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam,Vicar's wife
3,3,Stuart,Marston-Smith,26,"Lichfield, Staffordshire",7,IN,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart,PE teacher
3,3,Victoria,Chester,50,Somerset,4,OUT,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust,CEO of the charity Plantlife
3,4,Brendan,Lynch,63,Sutton Coldfield,1,STAR BAKER,Clementine and Chestnut Torte,"Pear, Chocolate and Hazelnut Dacquoise",Recruitment consultant
3,4,Cathryn,Dresser,27,"Pease Pottage, West Sussex",3,IN,"White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue",Shop assistant
3,4,Danny,Bryden,45,Sheffield,2,IN,"Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise",Intensive care consultant
3,4,James,Morton,21,"Hillswick, Shetland Islands",5,IN,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue",Medical student
3,4,John,Whaite,22,Wigan,6,IN,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova,Law student
3,4,Manisha,Parmar,27,Leicester,9,IN,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert,Nursery nurse
3,4,Ryan,Chong,38,Bristol,7,IN,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue",Photographer
3,4,Sarah-Jane,Willis,28,"Bewbush, West Sussex",4,IN,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue,Vicar's wife
3,4,Stuart,Marston-Smith,26,"Lichfield, Staffordshire",8,OUT,Black Forest Torte,Choca Blocka Mocha Meringue,PE teacher
3,5,Brendan,Lynch,63,Sutton Coldfield,3,IN,Salmon Coulibiac in a Scandinavian Pastry,All American Chiffon Pie,Recruitment consultant
3,5,Cathryn,Dresser,27,"Pease Pottage, West Sussex",1,IN,Full English Wellington,Chocolate and Peanut Butter Pumpkin Pie,Shop assistant
3,5,Danny,Bryden,45,Sheffield,7,IN,"Chickpea, Spinach & Mushroom Wellington",Trick or Treat Pumpkin Pie,Intensive care consultant
3,5,James,Morton,21,"Hillswick, Shetland Islands",6,IN,Four Pig Wellington,Sweet Potato Pie,Medical student
3,5,John,Whaite,22,Wigan,2,IN,Venison and Haggis Wellington,Star-Spangled Pecan Pie,Law student
3,5,Manisha,Parmar,27,Leicester,5,OUT,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie,Nursery nurse
3,5,Ryan,Chong,38,Bristol,8,STAR BAKER,Curry Spiced Seabass Wellington,Key Lime Pie,Photographer
3,5,Sarah-Jane,Willis,28,"Bewbush, West Sussex",4,IN,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie,Vicar's wife
3,6,Brendan,Lynch,63,Sutton Coldfield,1,STAR BAKER,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel",Recruitment consultant
3,6,Cathryn,Dresser,27,"Pease Pottage, West Sussex",3,IN,"Chocolate Walnut Whip Puddings
Elderflower Sponges",Roasted Vegetable Couscous and Sheep Cheese Strudel,Shop assistant
3,6,Danny,Bryden,45,Sheffield,2,IN,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,"Leek, Potato, Pistachio and Gruyère Strudel",Intensive care consultant
3,6,James,Morton,21,"Hillswick, Shetland Islands",7,IN,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel",Medical student
3,6,John,Whaite,22,Wigan,5,IN,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury,Law student
3,6,Ryan,Chong,38,Bristol,6,IN,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",Photographer
3,6,Sarah-Jane,Willis,28,"Bewbush, West Sussex",4,IN,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries,Vicar's wife
3,7,Brendan,Lynch,63,Sutton Coldfield,4,IN,Chelsea Bunskis,Black Forest Christmas Stollen,Recruitment consultant
3,7,Cathryn,Dresser,27,"Pease Pottage, West Sussex",5,IN,Lady Arundel's Manchet Buns,Bonfire Night Tear 'n' Share Brioche,Shop assistant
3,7,Danny,Bryden,45,Sheffield,2,STAR BAKER,Bakewell Chelsea Buns,European Christmas Wreath,Intensive care consultant
3,7,James,Morton,21,"Hillswick, Shetland Islands",1,IN,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba,Medical student
3,7,John,Whaite,22,Wigan,3,IN,Cherry and Almond Saffron Buns,Marzipan Stollen,Law student
3,7,Ryan,Chong,38,Bristol,6,OUT,Lardy Cakes,Char Siu Bao,Photographer
3,7,Sarah-Jane,Willis,28,"Bewbush, West Sussex",7,OUT,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait,Vicar's wife
3,8,Brendan,Lynch,63,Sutton Coldfield,2,IN,Multi-Seed Savoury Crackers,Fantasy Gingerbread Bird House,Recruitment consultant
3,8,Cathryn,Dresser,27,"Pease Pottage, West Sussex",5,OUT,Cheese and Pickle Crackers,Gingerbread Buckingham Palace,Shop assistant
3,8,Danny,Bryden,45,Sheffield,4,IN,Spiced Almond Drinks Crackers,Gingerbread Big Ben,Intensive care consultant
3,8,James,Morton,21,"Hillswick, Shetland Islands",1,STAR BAKER,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,Medical student
3,8,John,Whaite,22,Wigan,3,IN,Asian Spice Crackers,Gingerbread Roman Coliseum,Law student
3,9,Brendan,Lynch,63,Sutton Coldfield,3,IN,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,Recruitment consultant
3,9,Danny,Bryden,45,Sheffield,4,OUT,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,Intensive care consultant
3,9,James,Morton,21,"Hillswick, Shetland Islands",1,STAR BAKER,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",Medical student
3,9,John,Whaite,22,Wigan,2,IN,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,Law student
3,10,Brendan,Lynch,63,Sutton Coldfield,2,Runner-up,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,Recruitment consultant
3,10,James,Morton,21,"Hillswick, Shetland Islands",1,Runner-up,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,Medical student
3,10,John,Whaite,22,Wigan,2,WINNER,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake,Law student
4,1,Ali,Imdad,25,"Saltley, Birmingham",11,IN,Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake",Charity worker
4,1,Beca,Lyne-Pirkis,31,"Aldershot, Hampshire",8,IN,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence,Military Wives' Choir Singer
4,1,Christine,Wallace,66,"Didcot, Oxfordshire",3,IN,"Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake,Director of an engraving company
4,1,Deborah,Manger,51,Peterborough,9,IN,Pineapple Cake,'Coffee Time',Dentist
